question,A,B,C,D,E,answer,explanation
"<p>In ASCII code, the hexadecimal sequence 53 54 55 44 45 4E 54 decodes to STUDENT.</p>",True,False,,,,A,
<p>A decimal number is converted to BCD by replacing each decimal digit with the appropriate 3-bit binary code.</p>,True,False,,,,B,
<p>A decimal fraction can be converted to binary by using the repeated division-by-2 method.</p>,True,False,,,,B,
<p>15<sub>10</sub> = 1111<sub>2</sub> = F<sub>16</sub> = 00010101 BCD</p>,True,False,,,,A,
<p>Hex is often used in digital applications as a shorthand way to represent strings of bits.</p>,True,False,,,,A,
<p>The binary number system is fundamental to all digital computers.</p>,True,False,,,,A,
<p>Repeated division-by-10 is used to convert decimal numbers to binary numbers.</p>,True,False,,,,B,
<p>The largest single BCD digit has a binary value of 15.</p>,True,False,,,,B,
<p>A byte has 8 bits.</p>,True,False,,,,A,
<p>A binary number can be converted to a decimal number by summing the decimal values of the weights of all the 1s in the binary number.</p>,True,False,,,,A,
<p>Binary-coded-decimal numbers use only binary numbers between 0000 and 1001.</p>,True,False,,,,A,
<p>A good example of the use of a digital representation of an analog quantity is the audio recording of music.</p>,True,False,,,,B,
<p>Each position in a decimal multidigit number will have a weighting factor based on a power of only 10.</p>,True,False,,,,A,
<p>The BCD equivalent of 73 is 01001001.</p>,True,False,,,,B,
"<p>Digital systems operate only on discrete digits that represent numbers, letters, or symbols.</p>",True,False,,,,A,
"<p>The octal number system consists of eight digits, 0 through 7.</p>",True,False,,,,A,
<p>The Gray code has a base of eight.</p>,True,False,,,,B,
<p>The hexadecimal equivalent of a decimal number would produce a larger number than the original decimal number.</p>,True,False,,,,B,
<p>ASCII stands for American Standard Code for Information Interchange.</p>,True,False,,,,A,
"<p>When converting from decimal to binary by the repeated division-by-two method, the initial remainder becomes the MSD.</p>",True,False,,,,B,
<p>3C1D<sub>16 </sub>= 11110000011101<sub>2</sub></p>,True,False,,,,A,
<p>Zeros may be added to the left of the MSB to produce even groups of 4 bits when converting from binary to hexadecimal.</p>,True,False,,,,A,
<p>Digital electronics must use a numbering system that has more than ten digits.</p>,True,False,,,,B,
"<p>A debugging utility is used to take the ""bugs"" out of a program.</p>",True,False,,,,A,
<p>The primary advantage of the hexadecimal numbering system is the ease in conversion between the binary and hexadecimal systems.</p>,True,False,,,,B,
"<p>In odd parity, 100011010 would pass the parity check.</p>",True,False,,,,B,
<p>The primary advantage of the hexadecimal number system is the ease with which conversion can be made between binary and hexadecimal numbers.</p>,True,False,,,,A,
<p>A binary code decimal representation of a binary number will always have more bits than the binary number.</p>,True,False,,,,B,
<p>The decimal number system consists of the digits 0–10.</p>,True,False,,,,B,
<p>12<sub>10 </sub>= 1101<sub>2</sub> = C<sub>16</sub> = 00010010 BCD</p>,True,False,,,,B,
<p>Hexadecimal is used to encode BCD numbers.</p>,True,False,,,,B,
<p>A method of converting decimal to binary is by successive division.</p>,True,False,,,,A,
<p>A string of 64 bits has 9 bytes.</p>,True,False,,,,B,
<p>Digital circuitry is the foundation of digital computers and many automated control systems.</p>,True,False,,,,A,
<p>A parity bit is used to detect an error in data transmission caused by noise.</p>,True,False,,,,A,
<p>Most computers store binary data in groups of 32 bits called Dwords.</p>,True,False,,,,B,
<p>The word size is defined as the number of bits in the binary word that a digital system operates on.</p>,True,False,,,,A,
"<p>The hexadecimal number system consists of 16 digits, 0–15.</p>",True,False,,,,B,
<p>The 1's complement of a binary number is derived by changing 0s to 1s and 1s to 0s.</p>,True,False,,,,A,
<p>A binary number with four digits has a maximum value of 15.</p>,True,False,,,,A,
<p>The 2's complement of a binary number is derived by adding 1 to the 1's complement.</p>,True,False,,,,A,
<p>A positive binary number is represented by a 1 sign bit.</p>,True,False,,,,B,
<p>The ASCII code is a special code that represents all alphanumeric data.</p>,True,False,,,,A,
<p>Many digital electronic systems work in hexadecimal instead of binary.</p>,True,False,,,,B,
"<p>In even parity, the sum of the individual bits in the code group must be even.</p>",True,False,,,,B,
<p>Adding an odd-parity bit to ASCII hex code 2B results in 10101011.</p>,True,False,,,,A,
<p>Octal-to-binary conversion is accomplished by simply replacing each octal digit with its 4-bit binary equivalent.</p>,True,False,,,,B,
<p>The hexadecimal numbering system uses base 15.</p>,True,False,,,,B,
<p>Manufacturers of computers utilize 3-bit codes to indicate operations or instructions.</p>,True,False,,,,B,
<p>A computer will use ASCII code to store information internally.</p>,True,False,,,,B,
